key,latitude,longitude
424,40.734075,-73.989067
425,40.779014,-73.947825
426,40.807019,-73.947705
427,40.719012,-74.003398
428,40.870388,-73.914561
429,40.762549,-73.986698
430,40.727222,-74.006310
431,40.755421,-73.985461
432,40.814327,-73.951171
433,40.800162,-73.953241
434,40.749942,-73.986054
435,40.784129,-73.950872
436,40.757905,-73.961937
437,40.810409,-73.953862
438,40.811908,-73.943504
439,40.760713,-73.988178
440,40.722377,-74.010520
441,40.831534,-73.935573
442,40.762632,-73.994661
443,40.737411,-73.979803
444,40.741050,-74.007412
445,40.757748,-73.953581
446,40.724183,-74.003196
447,40.759228,-73.986572
448,40.715628,-73.999437
449,40.730356,-74.008335
450,40.809606,-73.945814
451,40.727198,-73.978807
452,40.722418,-73.994282
453,40.727168,-73.978735
454,40.727138,-73.978663
455,40.724096,-74.000126
456,40.715680,-73.990203
457,40.724607,-73.980081
458,40.764832,-73.960799
459,40.721542,-73.982333
460,40.801263,-73.959907
461,40.755182,-73.983880
462,40.771387,-73.991880
463,40.720123,-73.986490
464,40.743287,-73.993724
465,40.747791,-73.975188
466,40.742552,-73.977434
467,40.721160,-73.980999
468,40.734273,-74.006195
469,40.729529,-73.980369
470,40.804572,-73.939396
471,40.770568,-73.958439
472,40.795634,-73.932408
473,40.794613,-73.932092
474,40.794940,-73.932868
475,40.800761,-73.936813
476,40.782486,-73.946934
477,40.753604,-74.004656
478,40.829128,-73.948982
479,40.755325,-73.993066
480,40.792731,-73.939501
481,40.763767,-73.983799
482,40.729534,-73.980379
483,40.722542,-73.996046
484,40.828615,-73.949651
485,40.729523,-73.980354
486,40.752465,-73.994139
487,40.814488,-73.943867
488,40.777129,-73.954073
489,40.729866,-73.980740
490,40.729518,-73.980340
491,40.814499,-73.943892
492,40.814510,-73.943913
493,40.807128,-73.951874
494,40.791342,-73.944161
495,40.718109,-73.997810
496,40.719692,-73.985718
497,40.719733,-73.985696
498,40.719775,-73.985675
499,40.719818,-73.985653
500,40.719860,-73.985631
501,40.719901,-73.985610
502,40.720027,-73.985548
503,40.720068,-73.985527
504,40.720109,-73.985505
505,40.720153,-73.985483
506,40.720444,-73.985198
507,40.720422,-73.985126
508,40.720143,-74.008539
509,40.727972,-73.980643
510,40.727615,-73.979373
511,40.756039,-73.990651
512,40.721565,-74.001169
513,40.809590,-73.945778
514,40.753881,-73.985848
515,40.724463,-74.008590
516,40.710550,-74.005771
517,40.723461,-73.988928
518,40.788417,-73.940960
519,40.826151,-73.945739
520,40.790456,-73.951821
521,40.744917,-74.002487
522,40.751500,-73.967885
523,40.760775,-73.968790
524,40.725967,-73.988924
525,40.796304,-73.949614
526,40.718035,-74.007251
527,40.770448,-73.982126
528,40.726686,-73.991680
529,40.765016,-73.982896
530,40.803529,-73.951140
531,40.806798,-73.951090
532,40.760691,-73.972620
533,40.803518,-73.951111
534,40.756504,-73.980173
535,40.803496,-73.951057
536,40.803482,-73.951028
537,40.707320,-74.002521
538,40.803471,-73.951002
539,40.803298,-73.950591
540,40.803260,-73.950493
541,40.803238,-73.950446
542,40.803219,-73.950396
543,40.803197,-73.950349
544,40.803177,-73.950298
545,40.803158,-73.950251
546,40.803136,-73.950204
547,40.803117,-73.950154
548,40.803482,-73.951071
549,40.769446,-73.985270
550,40.803471,-73.951042
551,40.803238,-73.950490
552,40.803213,-73.950432
553,40.803191,-73.950374
554,40.803166,-73.950320
555,40.803142,-73.950262
556,40.803285,-73.950602
557,40.807111,-73.951834
558,40.722393,-73.982283
559,40.803263,-73.950544
560,40.803120,-73.950204
561,40.803095,-73.950150
562,40.803070,-73.950092
563,40.803048,-73.950035
564,40.803024,-73.949977
565,40.803002,-73.949923
566,40.802591,-73.946958
567,40.802575,-73.946914
568,40.802556,-73.946867
569,40.802536,-73.946824
570,40.802517,-73.946781
571,40.802498,-73.946734
572,40.802479,-73.946690
573,40.794509,-73.943685
574,40.745004,-73.986164
575,40.762458,-73.986481
576,40.731553,-73.990994
577,40.755033,-73.984548
578,40.744220,-74.005352
